"AssemblyCat","Assembly_ID","Component_Part_Number","Quantity","Assy_%23","PanelAssy","ShopAssy"
"CAB","1Dr, 90x40x24 - PLC_Closed","AU9024FGK","1","Cab009","1",
"INST-LAS","WENGLOR-TimeOfFlightLaser","WP-Mount","1","INST-LAS001",,
"INST-LAS","WENGLOR-TimeOfFlightLaser","OY1P303P0102","1","INST-LAS001",,
"INST-LAS","WENGLOR-TimeOfFlightLaser","EVC086","1","INST-LAS001",,
"INST-LAS","IFM-TimeOfFlightLaser","O1D100","1","INST-LAS002",,
"INST-LAS","IFM-TimeOfFlightLaser","E21079","1","INST-LAS002",,
"INST-LAS","IFM-TimeOfFlightLaser","EVC086","1","INST-LAS002",,
"CAB","2Dr, 90x78x24 - PLC_Closed","AU90X7824LUCLP","1","Cab010","1",
"CAB","2Dr, 90x78x24 - PLC_Closed","A90PM78G","1","Cab010","1",
"CAB","2Dr, 90x78x24 - PLC_Closed","AEK115","1","Cab010","1",
"CAB","2Dr, 90x78x24 - PLC_Closed","LEDA2M35","2","Cab010","1",
"CAB","2Dr, 90x78x24 - PLC_Closed","ATEMNO","1","Cab010","1",
"CAB","2Dr, 90x78x24 - PLC_Closed","AU8424FGK","1","Cab010","1",
"CAB","2Dr, 90x78x24 - PLC_Closed","AU9024EPT","1","Cab010","1",
"PLC","1756-Chassis-Config","1756-A10",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-A17",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-A7",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-EN2TR",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-EN4TR",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-HSC",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IA16",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IA16I",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IB16",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IB16S",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IB32",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IF16",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IF4FXOF2F",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IF8",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-IF8I",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-L81ES",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-L82E",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-L82ES",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-L83ES",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-L84ES",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-L8SP",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-N2",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-OA16",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-OBV8S",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-OF8",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-OW16I",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-PA75",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-TBCH",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-TBCHS",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-TBE",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-TBNH",,"PLC001","1",
"PLC","1756-Chassis-Config","1756-TBNHS",,"PLC001","1",
"WW","12 X 6 Lay-in  WireWay Config","F126L##",,"WW001",,
"WW","12 X 6 Lay-in  WireWay Config","F126LTA",,"WW001",,
"WW","12 X 6 Lay-in  WireWay Config","F126LE9A",,"WW001",,
"WW","12 X 6 Lay-in  WireWay Config","F126LB",,"WW001",,
"WW","12 X 6 Lay-in  WireWay Config","F126LP",,"WW001",,
"PLC","1492-IFM-Config","1492-IFM40F-FS120-2",,"PLC002","1",
"PLC","1492-IFM-Config","1492-CABLE010X",,"PLC002","1",
"PLC","1492-IFM-Config","1492-CABLE010Y",,"PLC002","1",
"PLC","1492-IFM-Config","1492-IFM20F-F120-2",,"PLC002","1",
"PLC","1492-IFM-Config","1492-CABLE025Y",,"PLC002","1",
"PLC","1492-IFM-Config","1492-CABLE025X",,"PLC002","1",
"PLC","1492-IFM-Config","1492-IFM40F-FS-4",,"PLC002","1",
"RIO","CCL-Panel - CONFIG","A36SA3210LPPL","1","RIO004",,
"RIO","CCL-Panel - CONFIG","A36P30","1","RIO004",,
"RIO","CCL-Panel - CONFIG","140G-G6C3-C40","1","RIO004",,
"RIO","CCL-Panel - CONFIG","140G-G-FCX03","1","RIO004",,
"RIO","CCL-Panel - CONFIG","140G-G-MTL63","1","RIO004",,
"RIO","CCL-Panel - CONFIG","140G-G-TLC13","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1492-FB2J30","2","RIO004",,
"RIO","CCL-Panel - CONFIG","J<=30","4","RIO004",,
"RIO","CCL-Panel - CONFIG","HZ1000","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1492-FB2C30-L","1","RIO004",,
"RIO","CCL-Panel - CONFIG","CC<=30A","1","RIO004",,
"RIO","CCL-Panel - CONFIG","D167-8","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1492-REC15","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1492-H4","10","RIO004",,
"RIO","CCL-Panel - CONFIG","Glass Fuse 1/4""","10","RIO004",,
"RIO","CCL-Panel - CONFIG","1606-XLE240EN","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1734-AENTR","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1734-IB8","2","RIO004",,
"RIO","CCL-Panel - CONFIG","1734-IB8S","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1734-OB8","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1734-OB8S","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1734-OW4","4","RIO004",,
"RIO","CCL-Panel - CONFIG","1734-4IOL","1","RIO004",,
"RIO","CCL-Panel - CONFIG","1734-TB","12","RIO004",,
"RIO","CCL-Panel - CONFIG","_2703015","1","RIO004",,
"RIO","CCL-Panel - CONFIG","700-HN123","2","RIO004",,
"RIO","CCL-Panel - CONFIG","700-HPS2Z24","2","RIO004",,
"RIO","CCL-Panel - CONFIG","140MT-F9N-C45","1","RIO004",,
"RIO","CCL-Panel - CONFIG","100-C30D10","1","RIO004",,
"RIO","CCL-Panel - CONFIG","193-1EEFD","1","RIO004",,
"RIO","CCL-Panel - CONFIG","800T-PL-LED-12-130V AC/DC","1","RIO004",,
"RIO","CCL-Panel - CONFIG","854K-BPM10C","1","RIO004",,
"RIO","CCL-Panel - CONFIG","856T-BB4","1","RIO004",,
"RIO","CCL-Panel - CONFIG","856T-BP1","1","RIO004",,
"RIO","CCL-Panel - CONFIG","140MT-C3E-B63",,"RIO004",,
"RIO","CCL-Panel - CONFIG","100-C23D10",,"RIO004",,
"RIO","CCL-Panel - CONFIG","193-1EECB",,"RIO004",,
"RIO","CCL-Panel - CONFIG","A2404NJ-OC-B",,"RIO004",,
"RIO","CCL-Panel - CONFIG","C19M10-30-002",,"RIO004",,
"RIO","CCL-Panel - CONFIG","C19M10-40-002",,"RIO004",,
"RIO","CCL-Panel - CONFIG","RLX2-IHNF-A",,"RIO004",,
"RIO","CCL-Panel - CONFIG","LaborIOWall_Mt","1.5","RIO004",,
"RIO","CCL-Panel - CONFIG","MtI/OWall_Mt","1.5","RIO004",,
"RIO","CCL-Panel - CONFIG","MISC500","1","RIO004",,
"RIO","CCL-Panel - CONFIG","RLX2-IHNF-A",,"RIO004",,
"RIO","CCL-Panel - CONFIG","A808CH",,"RIO004",,
"RIO","CCL-Panel - CONFIG","A8P8",,"RIO004",,
"INST-PRS","IFM-ProxSwtich","IGC258","1","INST-PRS001",,
"INST-PRS","IFM-ProxSwtich","U20302","1","INST-PRS001",,
"INST-PRS","IFM-ProxSwtich","EVC086","1","INST-PRS001",,
"MCCB","100A Therm. Mag. MCCB w/4'Cbl + Lugs","140G-G6C3-D10-KJ","1","MCCB003","1",
"MCCB","100A Therm. Mag. MCCB w/4'Cbl + Lugs","140G-M-FMX04","1","MCCB003","1",
"MCCB","100A Therm. Mag. MCCB w/4'Cbl + Lugs","140G-G-MTL63","1","MCCB003","1",
"MCCB","100A Therm. Mag. MCCB w/4'Cbl + Lugs","140G-G-TLC13","1","MCCB003","1",
"PLC","1756-Chassis-Config","STV25K-10S",,"PLC001","1",
"OS","SwingArmMount","SCE-SA360C","1","OSMNT001",,
"OS","SwingArmMount","SCE-SA90A","1","OSMNT001",,
"OS","SwingArmMount","SCE-SA230WH","1","OSMNT001",,
"OS","SwingArmMount","SCE-SA20TC",,"OSMNT001",,
"OS","SwingArmMount","SCE-SA39TC","2","OSMNT001",,
"PLC","1734-PointIO-Config","1734-AENTR",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-EP24DC",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-FPD",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-IA4",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-IB4",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-IB8",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-IB8S",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-IE2C",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-IE2V",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-IE4C",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-OA4",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-OB4",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-OB8",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-OB8S",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-OE2C",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-OE2V",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-OW4",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-TB",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-VTM",,"PLC003","1",
"PLC","1734-PointIO-Config","1734-4IOL",,"PLC003","1",
"FVNR","100HP_140MG+100C+E300+Eth/IP","140MG-J8P-D20","1","FVNR017","1",
"FVNR","100HP_140MG+100C+E300+Eth/IP","100-E146ED11","1","FVNR017","1",
"FVNR","100HP_140MG+100C+E300+Eth/IP","100-FA20","1","FVNR017","1",
"FVNR","100HP_140MG+100C+E300+Eth/IP","193-ESM-I-200A-E146","1","FVNR017","1",
"FVNR","100HP_140MG+100C+E300+Eth/IP","193-EIO-22-120","1","FVNR017","1",
"FVNR","100HP_140MG+100C+E300+Eth/IP","193-ECM-ETR","1","FVNR017","1",
"FVNR","100HP_140MG+100C+E300+Eth/IP","FP6X88MTG","2","FVNR017","1",
"FVNR","125HP_140MG+100C+E300+Eth/IP","140MG-J8P-D25","1","FVNR018","1",
"FVNR","125HP_140MG+100C+E300+Eth/IP","100-E190ED11","1","FVNR018","1",
"FVNR","125HP_140MG+100C+E300+Eth/IP","100-FA20","1","FVNR018","1",
"FVNR","125HP_140MG+100C+E300+Eth/IP","193-ESM-I-200A-E205","1","FVNR018","1",
"FVNR","125HP_140MG+100C+E300+Eth/IP","193-EIO-22-120","1","FVNR018","1",
"FVNR","125HP_140MG+100C+E300+Eth/IP","193-ECM-ETR","1","FVNR018","1",
"FVNR","125HP_140MG+100C+E300+Eth/IP","FP6X88MTG","2","FVNR018","1",
"FVNR","125HP_140MG+100C+E300+Eth/IP","CAT6","50","FVNR018","1",
"LVM","LVM-Entry-Inst+Cbl","O1D100","1","LVM001",,"1"
"LVM","LVM-Entry-Inst+Cbl","E21079","1","LVM001",,"1"
"LVM","LVM-Entry-Inst+Cbl","IIS226","2","LVM001",,"1"
"LVM","LVM-Entry-Inst+Cbl","_1543058","2","LVM001",,"1"
"LVM","LVM-Entry-Inst+Cbl","5J6F4-A11-US0A - 2","17","LVM001",,"1"
"LVM","LVM-Entry-Inst+Cbl","MS14SPM-7FP-10M-B-EN01","8","LVM001",,"1"
"LVM","LVM-Entry-Inst+Cbl","VAN-590-00","3","LVM001",,"1"
"LVM","LVM-Exit-Inst+Cbl","O1D100","3","LVM002",,"1"
"LVM","LVM-Exit-Inst+Cbl","E21079","3","LVM002",,"1"
"LVM","LVM-Exit-Inst+Cbl","_1543058","1","LVM002",,"1"
"LVM","LVM-Exit-Inst+Cbl","5J6F4-A11-US0A - 2","12","LVM002",,"1"
"LVM","LVM-Exit-Inst+Cbl","IIS226","1","LVM002",,"1"
"LVM","LVM-Exit-Inst+Cbl","MS14SPM-7FP-10M-B-EN01","8","LVM002",,"1"
"SG","SG-Inst+CBL","MDE45-4MP-FW07","1","SG001",,"1"
"SG","SG-Inst+CBL","P5103-1751000","4","SG001",,"1"
"SG","SG-Inst+CBL","EVC854","2","SG001",,"1"
"LVST","LVST-Entry-Inst+Cbl","5J6F4-A11-US0A - 2","12","LVST001",,"1"
"LVST","LVST-Entry-Inst+Cbl","EVC854","3","LVST001",,"1"
"LVST","LVST-Entry-Inst+Cbl","MDE45-4MP-FW07","3","LVST001",,"1"
"LVST","LVST-Entry-Inst+Cbl","_1542952","17","LVST001",,"1"
"LVST","LVST-Entry-Inst+Cbl","_1543058","17","LVST001",,"1"
"RIO","IOLS","BNI00CP","1","IOL002",,"1"
"RIO","IOLS","_1521355","1","IOL002",,"1"
,,,,,,
"LVM","LVM-Exit-Inst+Cbl","IGC260","10","LVM002",,"1"
"LVM","LVM-Exit-Inst+Cbl","EVC854","5","LVM002",,"1"
"LVM","LVM-Exit-Inst+Cbl","_1543058","21","LVM002",,"1"
"LVM","LVM-Exit-Inst+Cbl","_1542952","24","LVM002",,"1"
,,,,,,
"LVM","LVM-Entry-Inst+Cbl","EVC854","1","LVM001",,"1"
"LVM","LVM-Entry-Inst+Cbl","_1543058","13","LVM001",,"1"
"LVM","LVM-Entry-Inst+Cbl","_1542952","11","LVM001",,"1"
"SG","SG-Inst+CBL","_1543058","2","SG001",,"1"
"SG","SG-Inst+CBL","_1542952","3","SG001",,"1"
"HS","Hyd_Sys_Panel","A1412CH","1","HYD001","1","1"
"HS","Hyd_Sys_Panel","A14P12","1","HYD001","1",
"HS","Hyd_Sys_Panel","1492-SP1C200","2","HYD001","1",
"HS","Hyd_Sys_Panel","CC<=30A","1","HYD001","1",
"HS","Hyd_Sys_Panel","1606-XLE240EN","1","HYD001","1",
"HS","Hyd_Sys_Panel","M9L11120","1","HYD001","1",
"HS","Hyd_Sys_Panel","800T-FXQH2RA1","1","HYD001","1",
"HS","Hyd_Sys_Panel","Misc250","1","HYD001","1",
"HS","Hyd_Sys_Panel","MtlJBX","1","HYD001","1",
"HS","Hyd_Sys_Panel","FP6X88MTG","3","HYD001","1","1"
"HS","Hyd_Sys_Panel","_2703015","2","HYD001","1","1"
"HS","Hyd_Sys_Inst+Cbl","EVC854","9","HYD002","0","1"
"HS","Hyd_Sys_Inst+Cbl","_1543058","6","HYD002","0","1"
"HS","Hyd_Sys_Inst+Cbl","_1542952","20","HYD002","0","1"
"HS","Hyd_Sys_Inst+Cbl","P5103-1751000","9","HYD002","0","1"
"OS","LVM.OS","CSD243010LG","1","OS001","1","1"
"OS","LVM.OS","CP3024","1","OS001","1",
"OS","LVM.OS","TFP41","1","OS001","1",
"OS","LVM.OS","TEP4","1","OS001","1",
"OS","LVM.OS","ATEMNO","1","OS001","1",
"OS","LVM.OS","1492-REC15","1","OS001","1",
"OS","LVM.OS","1492-FB1C30-D1","8","OS001","1",
"OS","LVM.OS","CC<=30A","8","OS001","1",
"OS","MAIN.OS - Small 1 HMI","1734-AENTR","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1734-IB8","5","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1734-IB8S","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1734-OB8","2","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1734-EP24DC","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1734-TB","10","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1606-XLB240E","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","TFP41","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","TEP4","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","ATEMNO","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1492-REC15","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1492-FB1C30-D1","8","OS002","1",
"OS","MAIN.OS - Small 1 HMI","CC<=30A","8","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1492-SP1C200","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","WC12B","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","WC12W","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","HIS-ML23.8-FTVA","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","HX500","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","VESA-RADARM2-BLK","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","P-R2-K3RF3","1","OS002","1",
"OS","MAIN.OS - Lg.2 HMI","1734-AENTR","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-IB8","10","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-IB8S","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-OB8","4","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-EP24DC","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-TB","20","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1606-XLB240E","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","TFP41","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","TEP4","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","ATEMNO","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1492-REC15","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1492-FB1C30-D1","8","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","CC<=30A","8","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1492-SP1C200","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","WC1248BD","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","WC1248W","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","HIS-ML23.8-FTVA","2","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","HX500","2","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","VESA-RADARM2-BLK","2","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","P-R2-K3RF3","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-PB","5","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-SL","5","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-SS-2POS","2","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-SS-3POS","21","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-PBLT","20","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-SS-2POS-KEY","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-FXQH2RA5","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-X646EM","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","440T-MRPSE11BB","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","440T-AKEYE10BB","1","OS003","1",
"OS","MAIN.OS - Small 1 HMI","800T-SL","10","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-SS-2POS","5","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-SS-3POS","5","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-PBLT","5","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-SS-2POS-KEY","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-FXQH2RA5","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-X646EM","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","440T-MRPSE11BB","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","440T-AKEYE10BB","1","OS002","1",
"MCCB","SQD_1000A MCCB w/LI + Lugs","PJL36100U31A","1","MCCB004","1",
"MCCB","SQD_1000A MCCB w/LI + Lugs","9422CMP40","1","MCCB004","1",
"MCCB","SQD_1000A MCCB w/LI + Lugs","9422AP1","1","MCCB004","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J6F3-D15","1","MCCB005","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J-FMXB04","1","MCCB005","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J-EZ","1","MCCB005","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J-MTL63","1","MCCB005","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J-TLA13","1","MCCB005","1",
,,,,,,
